product_id,category,brand,cost_price,selling_price,inventory,competitor_price,previous_sales,customer_rating,discount,seasonality,promotion,day_of_week,demand
25,Home,BrandD,7091,23325,231,30020,21,2.71,20.65,0,0,1,79
50,Electronics,BrandB,49614,32788,143,5040,50,4.43,7.79,0,0,2,40
23,Beauty,BrandD,26333,14814,153,35624,94,4.08,7.64,1,1,6,152
31,Fashion,BrandA,12326,41867,119,16884,39,4.97,29.95,0,0,6,49
30,Home,BrandB,26917,39101,67,41434,20,3.36,5.64,0,0,6,54
42,Home,BrandB,19193,6455,108,3280,88,2.65,4.44,0,0,1,56
35,Beauty,BrandE,14638,11525,160,40725,87,4.34,2.96,0,0,2,148
7,Beauty,BrandC,2669,23393,277,29667,7,3.8,17.39,1,0,3,75
16,Sports,BrandB,19056,4817,10,2859,9,3.03,18.84,0,0,0,29
26,Sports,BrandC,22552,25429,151,49640,1,4.45,10.96,1,1,3,92
48,Fashion,BrandD,6813,32882,188,14600,26,3.01,16.06,0,0,2,36
49,Fashion,BrandA,8815,29590,32,12140,38,3.15,23.65,0,1,4,47
2,Electronics,BrandE,8536,30040,42,15378,38,2.73,24.54,1,0,6,62
1,Sports,BrandC,32278,2218,123,47904,61,3.5,28.74,0,0,3,688
48,Home,BrandB,28234,31649,297,12721,44,3.55,24.73,1,0,4,52
12,Sports,BrandC,23673,23247,248,7472,86,3.79,16.95,1,1,4,77
5,Home,BrandB,30903,17046,72,2327,44,4.27,5.39,1,0,2,48
37,Beauty,BrandC,1285,3300,218,45132,74,4.77,2.99,0,0,2,449
32,Sports,BrandB,6639,46705,222,8919,62,2.84,1.64,0,0,6,17
9,Beauty,BrandD,6844,52047,181,24164,6,2.64,20.0,0,0,0,19
41,Fashion,BrandB,19300,29967,168,51837,17,2.55,24.23,0,1,5,81
35,Fashion,BrandB,25872,37022,62,30932,51,2.86,15.26,1,1,1,66
19,Electronics,BrandA,21038,27690,273,43181,38,4.14,1.64,0,1,3,71
48,Sports,BrandB,15473,16893,62,9188,24,4.32,16.06,0,1,2,73
16,Beauty,BrandA,6119,30809,292,35649,51,4.47,28.07,1,1,3,101
3,Home,BrandE,35204,19933,109,45062,10,3.11,17.93,1,0,5,89
20,Fashion,BrandA,37075,48721,232,52148,72,3.26,24.28,0,0,5,77
24,Fashion,BrandD,40419,16894,251,40632,21,3.71,24.0,1,0,6,107
33,Home,BrandA,42761,35210,192,19681,70,2.66,27.96,1,1,4,89
24,Beauty,BrandE,45623,2006,87,1601,85,4.03,23.11,1,0,6,101
11,Beauty,BrandD,28216,4549,190,23144,57,4.96,22.43,1,1,1,225
49,Sports,BrandC,3736,13060,256,42758,39,3.4,7.02,1,0,0,119
8,Sports,BrandC,16348,46236,242,18761,88,4.38,1.8,0,1,3,80
36,Electronics,BrandA,2852,57371,188,3581,33,3.75,15.53,0,0,1,28
38,Fashion,BrandA,2432,29931,288,30563,59,2.82,3.73,0,0,0,67
40,Sports,BrandE,11413,46500,214,46526,18,3.96,28.87,0,0,3,45
20,Beauty,BrandE,9056,37663,101,6322,56,3.25,8.7,0,0,1,35
35,Home,BrandB,21800,55030,212,57904,92,2.59,25.59,0,1,2,112
48,Beauty,BrandE,5998,52407,141,2078,57,4.09,11.63,0,0,3,36
25,Fashion,BrandB,11082,19389,188,18332,96,4.65,9.7,1,0,1,95
35,Beauty,BrandD,47133,29784,80,29011,76,3.36,28.05,0,0,5,85
25,Electronics,BrandA,10069,41087,291,6350,48,3.48,10.9,0,1,0,40
29,Fashion,BrandD,5357,9980,146,45901,42,4.73,11.71,0,0,1,172
18,Home,BrandE,840,3342,241,55931,27,4.53,3.18,1,0,2,530
46,Electronics,BrandD,44449,42837,29,42924,74,4.29,20.11,0,0,6,79
18,Fashion,BrandD,17266,14996,294,59951,52,3.12,8.67,0,0,3,155
2,Home,BrandD,26632,56261,71,7736,42,4.78,17.57,1,0,3,59
35,Electronics,BrandE,8991,16138,254,39955,32,2.89,17.74,0,1,3,110
16,Electronics,BrandD,638,49142,122,50910,26,4.07,21.58,0,1,2,81
41,Fashion,BrandB,858,38225,77,51900,25,2.57,22.36,1,1,0,80
36,Sports,BrandE,10214,3694,286,23199,75,4.11,15.43,0,0,3,231
33,Electronics,BrandD,20340,58603,14,37716,23,3.19,9.93,1,1,0,50
4,Electronics,BrandE,34895,48694,215,52328,98,3.62,25.12,0,0,1,95
33,Home,BrandC,31154,34739,156,5303,57,3.36,9.3,0,0,5,26
14,Beauty,BrandB,26379,2513,9,28473,52,2.93,15.23,0,0,5,365
21,Fashion,BrandD,16496,28191,199,20637,87,4.05,12.04,1,0,0,79
48,Fashion,BrandC,38272,58653,287,13332,93,4.7,25.65,1,1,0,116
20,Sports,BrandC,27262,19545,117,31307,31,4.9,12.96,1,1,5,81
8,Sports,BrandE,13783,53972,275,27037,64,2.98,11.58,0,1,3,57
7,Fashion,BrandC,39920,55976,167,920,71,4.29,20.69,0,0,4,67
3,Sports,BrandB,20054,41943,109,47694,33,4.16,18.07,1,1,4,90
17,Home,BrandB,20719,37864,185,5518,85,3.36,3.22,1,1,2,70
33,Fashion,BrandA,35419,42751,48,57044,2,2.55,15.25,0,0,6,44
48,Sports,BrandB,9929,14018,286,54475,18,4.22,22.06,0,1,5,153
12,Fashion,BrandC,47340,17900,179,8049,47,4.86,29.76,0,0,5,49
22,Beauty,BrandB,45195,57156,166,6318,33,4.08,18.87,0,1,2,50
22,Electronics,BrandE,40173,57183,144,28164,98,3.59,11.11,1,1,4,82
46,Fashion,BrandA,19718,782,136,43324,84,3.81,6.78,0,1,1,1711
30,Electronics,BrandC,12952,2620,91,57061,35,3.0,26.18,0,0,3,680
38,Sports,BrandA,49480,41285,180,38044,51,4.38,24.44,0,1,3,101
38,Electronics,BrandC,19451,12383,187,18955,18,4.37,7.02,0,1,1,96
45,Fashion,BrandE,1807,12036,133,24999,88,2.86,6.02,0,1,1,113
8,Beauty,BrandA,15352,16296,250,48675,72,4.69,21.45,0,1,4,155
27,Sports,BrandD,25732,2793,93,2162,30,3.17,9.45,0,0,2,30
27,Fashion,BrandC,35928,13605,70,55373,44,4.96,9.19,1,0,1,173
34,Sports,BrandD,43671,56923,162,16605,53,3.46,4.57,1,1,2,70
